point,mean_ltime,mean_x_proj,mean_y_proj,mean_latitude,mean_longitude,n,date
2019-08-07T18:30:00Z,2019-08-07T18:29:50Z,370848.56612593797,9929608.677684547,-0.6367205805084252,-76.16064262110724,12,2019-08-07
2019-08-07T18:45:00Z,2019-08-07T18:44:50Z,370819.29594512365,9929609.837120652,-0.6367100332916095,-76.16090562427404,12,2019-08-07
2019-08-07T19:00:00Z,2019-08-07T18:59:51Z,370847.09935055056,9929604.77309248,-0.6367558962500757,-76.16065580863228,12,2019-08-07
2019-08-07T19:15:00Z,2019-08-07T19:14:50Z,370864.2023745447,9929599.81707612,-0.6368007604002557,-76.16050214041564,12,2019-08-07
2019-08-07T19:30:00Z,2019-08-07T19:29:50Z,370858.9218883406,9929595.845985634,-0.6368366698834411,-76.1605495959573,12,2019-08-07
2019-08-07T19:45:00Z,2019-08-07T19:44:50Z,370892.41063139314,9929581.602506073,-0.6369655765501112,-76.16024871356393,12,2019-08-07
2019-08-07T20:00:00Z,2019-08-07T20:00:00Z,370944.8685658036,9929613.250905214,-0.6366794097773667,-76.15977729169866,13,2019-08-07
2019-08-07T20:15:00Z,2019-08-07T20:15:00Z,371029.6758710899,9929638.57092623,-0.6364505515846738,-76.15901520906823,13,2019-08-07
2019-08-07T20:30:00Z,2019-08-07T20:29:50Z,371064.2882572221,9929610.936256317,-0.6367005896832519,-76.15870425708215,12,2019-08-07
2019-08-07T20:45:00Z,2019-08-07T20:44:50Z,371059.44702606066,9929592.923526129,-0.6368635129082955,-76.15874779409918,12,2019-08-07
2019-08-07T21:00:00Z,2019-08-07T20:59:50Z,371059.84287848684,9929595.586945117,-0.6368394219170165,-76.15874423180712,12,2019-08-07
2019-08-07T21:15:00Z,2019-08-07T21:14:51Z,371075.98357681266,9929645.735140882,-0.6363858422247384,-76.15859909913284,12,2019-08-07
2019-08-07T21:30:00Z,2019-08-07T21:30:00Z,371095.87114494754,9929637.865865845,-0.6364570636924444,-76.1584204162914,13,2019-08-07
2019-08-07T21:45:00Z,2019-08-07T21:44:50Z,371129.1603693948,9929628.426564813,-0.6365425139681391,-76.15812131669142,12,2019-08-07
2019-08-07T22:00:00Z,2019-08-07T21:59:01Z,371132.850992074,9929624.71684722,-0.6365760775008051,-76.15808816227126,7,2019-08-07
2019-08-08T11:00:00Z,2019-08-08T10:59:59Z,371133.38504213654,9929616.594272815,-0.6366495508614229,-76.15808337998381,13,2019-08-08
2019-08-08T11:15:00Z,2019-08-08T11:15:09Z,371131.3624700837,9929625.66874855,-0.6365674641085657,-76.15810153539066,12,2019-08-08
2019-08-08T11:30:00Z,2019-08-08T11:29:59Z,371132.1952688787,9929626.417854287,-0.6365606898079635,-76.15809405080672,13,2019-08-08
2019-08-08T11:45:00Z,2019-08-08T11:45:00Z,371132.07363497006,9929624.861065852,-0.6365747714003015,-76.15809514688388,13,2019-08-08
2019-08-08T12:00:00Z,2019-08-08T12:00:10Z,371112.7446959369,9929636.183520034,-0.6364723155335809,-76.15826880324894,12,2019-08-08
2019-08-08T12:15:00Z,2019-08-08T12:14:59Z,371028.0858297164,9929619.078252016,-0.6366268681472411,-76.15902953566837,13,2019-08-08
2019-08-08T12:30:00Z,2019-08-08T12:29:59Z,370959.04273951385,9929692.32109242,-0.6359642142232254,-76.15964977071434,13,2019-08-08
2019-08-08T12:45:00Z,2019-08-08T12:45:09Z,370948.3512441844,9929680.587668862,-0.6360703264333839,-76.15974586224063,12,2019-08-08
2019-08-08T13:00:00Z,2019-08-08T12:59:59Z,370917.27323495434,9929661.247018322,-0.636245207861297,-76.16002515101472,13,2019-08-08
2019-08-08T13:15:00Z,2019-08-08T13:14:59Z,370878.5394899299,9929644.03693152,-0.6364008017846503,-76.16037322566046,13,2019-08-08
2019-08-08T13:30:00Z,2019-08-08T13:29:59Z,370877.99862873455,9929640.037983388,-0.6364369729079012,-76.16037809362192,13,2019-08-08
2019-08-08T13:45:00Z,2019-08-08T13:44:59Z,370881.5255924731,9929645.779696727,-0.6363850437923704,-76.16034639068398,13,2019-08-08
2019-08-08T14:00:00Z,2019-08-08T13:59:59Z,370845.454783162,9929656.995386867,-0.6362835196001542,-76.16067048018363,13,2019-08-08
2019-08-08T14:15:00Z,2019-08-08T14:14:59Z,370905.4664416994,9929597.533988962,-0.6368214959387087,-76.16013136908363,13,2019-08-08
2019-08-08T14:30:00Z,2019-08-08T14:29:59Z,370893.25493412424,9929559.422626378,-0.6371662049306637,-76.16024117200735,13,2019-08-08
2019-08-08T14:45:00Z,2019-08-08T14:44:59Z,370868.95707737934,9929551.961228024,-0.6372336470149206,-76.16045951414547,13,2019-08-08
2019-08-08T15:00:00Z,2019-08-08T14:59:59Z,370880.62974201737,9929510.227785232,-0.6376111679307236,-76.16035471456834,13,2019-08-08
2019-08-08T15:15:00Z,2019-08-08T15:15:00Z,370848.10062353546,9929477.790025301,-0.6379045152080447,-76.16064706888362,13,2019-08-08
2019-08-08T15:30:00Z,2019-08-08T15:30:09Z,370842.61462446844,9929505.346191818,-0.6376552465415797,-76.16069630718212,12,2019-08-08
2019-08-08T15:45:00Z,2019-08-08T15:44:00Z,370822.70195005287,9929494.763280176,-0.6377509329429887,-76.1608752528416,7,2019-08-08
